loss,accuracy,val_loss,val_accuracy,lr
1.807741641998291,0.21621622145175934,1.7349869012832642,0.12418300658464432,1e-04
1.7622156143188477,0.24078623950481415,1.8730638027191162,0.12418300658464432,1e-04
1.732721209526062,0.24570024013519287,2.0270795822143555,0.12418300658464432,1e-04
1.646824836730957,0.28501227498054504,2.2165157794952393,0.12418300658464432,1e-04
1.6133427619934082,0.3488943576812744,2.182175874710083,0.12418300658464432,1e-04
1.567142367362976,0.36609336733818054,2.132307529449463,0.12418300658464432,1e-04
1.507216215133667,0.40417689085006714,1.9961165189743042,0.12418300658464432,5e-05
1.4979534149169922,0.40294840931892395,1.8730580806732178,0.12418300658464432,5e-05
1.440748691558838,0.45823097229003906,1.6953978538513184,0.12418300658464432,5e-05
1.418670892715454,0.46437346935272217,1.4528231620788574,0.3529411852359772,5e-05
1.4011383056640625,0.48280099034309387,1.2620490789413452,0.673202633857727,5e-05
1.3550372123718262,0.5024570226669312,1.202548861503601,0.7843137383460999,5e-05
1.3180296421051025,0.5270270109176636,1.1403955221176147,0.758169949054718,5e-05
1.3097575902938843,0.5503685474395752,1.166207194328308,0.7450980544090271,5e-05
1.297800898551941,0.5319410562515259,1.0879818201065063,0.8104575276374817,5e-05
1.2989670038223267,0.5208845138549805,1.069582223892212,0.7124183177947998,5e-05
1.2562730312347412,0.5982800722122192,1.0277878046035767,0.8562091588973999,5e-05
1.2634706497192383,0.5651105642318726,1.0655783414840698,0.686274528503418,5e-05
1.2198379039764404,0.6142506003379822,1.0675280094146729,0.6928104758262634,5e-05
1.2299357652664185,0.5773955583572388,1.0981353521347046,0.6470588445663452,5e-05
1.187041163444519,0.6302211284637451,0.9886855483055115,0.8104575276374817,5e-05
1.1836546659469604,0.6154791116714478,1.0051156282424927,0.7385621070861816,5e-05
1.168413519859314,0.6228501200675964,1.103144645690918,0.5947712659835815,5e-05
1.1441338062286377,0.6449631452560425,0.9394673705101013,0.8169934749603271,5e-05
1.1730185747146606,0.6056510806083679,0.9521359801292419,0.7973856329917908,5e-05
1.158704400062561,0.627764105796814,0.9017218351364136,0.8692810535430908,5e-05
1.1353510618209839,0.6461916565895081,1.0417488813400269,0.673202633857727,5e-05
1.1415252685546875,0.6388206481933594,0.8991520404815674,0.8496732115745544,5e-05
1.0922620296478271,0.6744471788406372,0.885062038898468,0.8562091588973999,5e-05
1.0849250555038452,0.6744471788406372,1.032081961631775,0.7124183177947998,5e-05
1.0903501510620117,0.6891891956329346,0.9149378538131714,0.8562091588973999,5e-05
1.0626593828201294,0.7174447178840637,0.9001786112785339,0.8888888955116272,5e-05
1.0676984786987305,0.6818181872367859,0.8812255859375,0.8823529481887817,5e-05
1.0731325149536133,0.6867321729660034,0.9190894961357117,0.8562091588973999,5e-05
1.0792202949523926,0.684275209903717,0.8192021250724792,0.9019607901573181,5e-05
1.0358827114105225,0.7309582233428955,0.8197687268257141,0.8627451062202454,5e-05
1.0429646968841553,0.7113022208213806,0.8624271750450134,0.8888888955116272,5e-05
1.011965274810791,0.7407862544059753,1.6212583780288696,0.4771241843700409,5e-05
1.027271032333374,0.7076166868209839,0.8226591944694519,0.8627451062202454,5e-05
1.0074580907821655,0.7420147657394409,0.8934034109115601,0.8104575276374817,5e-05
0.9775640368461609,0.7702702879905701,0.7979682683944702,0.8758170008659363,2.5e-05
0.9791280031204224,0.748157262802124,0.7765710353851318,0.915032684803009,2.5e-05
0.9700390100479126,0.7813267707824707,0.7975614070892334,0.9084967374801636,2.5e-05
0.9825122952461243,0.7727272510528564,1.0672621726989746,0.7058823704719543,2.5e-05
0.9701470136642456,0.7555282711982727,1.1200329065322876,0.6797385811805725,2.5e-05
0.9684194922447205,0.7776412963867188,0.8283713459968567,0.8562091588973999,2.5e-05
0.9544202089309692,0.7997543215751648,0.7726608514785767,0.9215686321258545,2.5e-05
0.9459072351455688,0.7800982594490051,0.7801024913787842,0.8954248428344727,2.5e-05
